SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-00461895,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/23/2025 10:24,3/23/2025 10:24,,2814 S KEDVALE AVE,Chicago,Illinois,60623,2814,S,KEDVALE,AVE,FALSE,FALSE,,,30,22,,F028,3,10,1031,24,,10,1,3,1149097.963,1884857.662,41.839983,-87.7283775,"(41.83998300094028, -87.72837750000191)"
SR25-00085232,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/16/2025 15:47,1/16/2025 15:47,,2816 E 88TH ST,Chicago,Illinois,60617,2816,E,88TH,ST,FALSE,FALSE,,,46,7,,W043,2,4,423,31,,15,5,1,1196372.955,1847191.376,41.73557983,-87.55615005,"(41.735579834924145, -87.5561500495176)"
SR25-00496150,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/28/2025 15:05,3/28/2025 15:05,,2826 W POLK ST,Chicago,Illinois,60612,2826,W,POLK,ST,FALSE,FALSE,,,27,28,,I024,3,11,1135,35,,15,6,3,1157527.226,1896312.414,41.871249,-87.697134,"(41.87124900094041, -87.6971340000019)"
SR25-00494065,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,3/28/2025 11:24,3/28/2025 11:24,,2836 W 38TH PL,Chicago,Illinois,60632,2836,W,38TH,PL,FALSE,FALSE,,,58,12,,I030,1,9,911,12,,11,6,3,1157924.98,1879047.483,41.823864,-87.696144,"(41.823864000940254, -87.69614400000192)"
SR25-00477872,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/25/2025 23:20,3/25/2025 23:20,,2836 W 38TH PL,,,,2836,W,38TH,PL,FALSE,FALSE,,,58,12,,I030,1,9,911,12,,23,3,3,1157924.98,1879047.483,41.823864,-87.696144,"(41.823864000940254, -87.69614400000192)"
SR24-02296588,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,12/23/2024 12:35,12/23/2024 12:35,,2839 W WILCOX ST,Chicago,Illinois,60612,2839,W,WILCOX,ST,FALSE,FALSE,,,27,27,,I023,2,11,1124,49,,12,2,12,1157327.327,1899141.37,41.879016,-87.697791,"(41.87901600094043, -87.69779100000191)"
SR24-01383102,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,7/21/2024 17:45,7/21/2024 17:45,,2854 S CENTRAL PARK AVE,,,,2854,S,CENTRAL PARK,AVE,FALSE,FALSE,,,30,22,,G028,3,10,1032,7,,17,1,7,1152767.891,1884565.664,41.83911,-87.714918,"(41.83911000094028, -87.71491800000192)"
SR25-00437405,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/19/2025 0:07,3/19/2025 0:07,,2905 N MOODY AVE,,,,2905,N,MOODY,AVE,FALSE,FALSE,,,19,30,,A015,1,25,2511,13,,0,4,3,1134968.56,1918710.814,41.933142,-87.7794255,"(41.93314200094063, -87.77942550000192)"
SR24-01506831,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,8/8/2024 16:21,8/8/2024 16:21,,2912 W 25TH PL,Chicago,Illinois,60623,2912,W,25TH,PL,FALSE,FALSE,,,30,24,,I027,3,10,1033,18,,16,5,8,1157269.972,1887012.405,41.845734,-87.698331,"(41.84573400094033, -87.6983310000019)"
SR25-00466177,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/24/2025 9:43,3/24/2025 9:43,,2923 E 97TH ST,Chicago,Illinois,60617,2923,E,97TH,ST,FALSE,FALSE,,,51,10,,W045,3,4,431,21,,9,2,3,1197333.561,1841120.507,41.718897,-87.5528325,"(41.71889700093989, -87.5528325000019)"
SR25-00277606,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/20/2025 20:59,2/20/2025 21:00,,3007 E 100TH ST,Chicago,Illinois,60617,3007,E,100TH,ST,FALSE,FALSE,,,51,10,,W046,3,4,431,7,,20,5,2,1198034.339,1839044.212,41.713182,-87.550335,"(41.71318200093986, -87.55033500000191)"
SR25-00497027,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/28/2025 17:08,3/28/2025 17:09,,301 W 105TH PL,Chicago,Illinois,60628,301,W,105TH,PL,FALSE,FALSE,,,49,21,,P047,1,5,512,4,,17,6,3,1176111.951,1834896.461,41.702319,-87.6307455,"(41.702319000939816, -87.63074550000192)"
SR25-00122336,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/24/2025 6:41,1/24/2025 6:41,,301 W 105TH PL,Chicago,Illinois,60628,301,W,105TH,PL,FALSE,FALSE,,,49,21,,P047,1,5,512,4,,6,6,1,1176111.951,1834896.461,41.702319,-87.6307455,"(41.702319000939816, -87.63074550000192)"
SR25-00475693,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,3/25/2025 15:35,3/25/2025 15:35,,3018 W FLOURNOY ST,Chicago,Illinois,60612,3018,W,FLOURNOY,ST,FALSE,FALSE,,,27,28,,I024,3,11,1134,35,,15,3,3,1156251.448,1896955.666,41.87304,-87.7018005,"(41.87304000094043, -87.70180050000192)"
SR25-00475673,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/25/2025 15:32,3/25/2025 15:32,,3018 W FLOURNOY ST,Chicago,Illinois,60612,3018,W,FLOURNOY,ST,FALSE,FALSE,,,27,28,,I024,3,11,1134,35,,15,3,3,1156251.448,1896955.666,41.87304,-87.7018005,"(41.87304000094043, -87.70180050000192)"
SR25-00501857,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/29/2025 19:02,3/29/2025 20:00,,3023 E 80TH PL,Chicago,Illinois,60617,3023,E,80TH,PL,FALSE,FALSE,,,46,7,,X041,2,4,422,21,,19,7,3,1197817.243,1852108.907,41.749038,-87.550695,"(41.749038000940004, -87.55069500000192)"
SR25-00194025,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/5/2025 15:11,2/5/2025 16:00,,3023 E 80TH PL,Chicago,Illinois,60617,3023,E,80TH,PL,TRUE,FALSE,,SR24-02274131,46,7,,X041,2,4,422,21,,15,4,2,1197817.243,1852108.907,41.749038,-87.550695,"(41.749038000940004, -87.55069500000192)"
SR25-00190960,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/5/2025 9:48,2/5/2025 10:00,,3023 E 80TH PL,Chicago,Illinois,60617,3023,E,80TH,PL,TRUE,FALSE,,SR24-02274131,46,7,,X041,2,4,422,21,,9,4,2,1197817.243,1852108.907,41.749038,-87.550695,"(41.749038000940004, -87.55069500000192)"
SR25-00188130,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/4/2025 16:43,2/4/2025 17:00,,3023 E 80TH PL,Chicago,Illinois,60617,3023,E,80TH,PL,TRUE,FALSE,,SR24-02274131,46,7,,X041,2,4,422,21,,16,3,2,1197817.243,1852108.907,41.749038,-87.550695,"(41.749038000940004, -87.55069500000192)"
SR24-02274131,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/18/2024 16:35,2/5/2025 15:11,,3023 E 80TH PL,Chicago,Illinois,60617,3023,E,80TH,PL,FALSE,FALSE,,,46,7,,X041,2,4,422,21,,16,4,12,1197817.243,1852108.907,41.749038,-87.550695,"(41.749038000940004, -87.55069500000192)"
SR24-02183747,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/2/2024 10:54,12/2/2024 10:54,,3065 S LAKE PARK AVE,Chicago,Illinois,60616,3065,S,LAKE PARK,AVE,FALSE,FALSE,,,35,4,,R028,3,1,133,28,,10,2,12,1181003.729,1884601.117,41.83860269,-87.61130535,"(41.83860268841731, -87.61130534954829)"
SR24-02272030,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,12/18/2024 12:36,12/18/2024 12:36,,310 E 118TH ST,,,,310,E,118TH,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,28,,12,4,12,1180174.313,1826838.898,41.680116,-87.616116,"(41.68011600093973, -87.6161160000019)"
SR25-00107273,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/21/2025 12:54,1/21/2025 12:54,,310 W 107TH PL,Chicago,Illinois,60628,310,W,107TH,PL,FALSE,FALSE,,,49,21,,P048,1,5,513,27,,12,3,1,1176045.39,1833715.223,41.699079,-87.6310245,"(41.6990790009398, -87.6310245000019)"
SR24-01653872,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/31/2024 11:50,8/31/2024 11:50,,310 W 118TH ST,Chicago,Illinois,60628,310,W,118TH,ST,FALSE,FALSE,,,53,21,,P050,2,5,522,14,,11,7,8,1176258.271,1826754.149,41.679972,-87.630453,"(41.67997200093973, -87.63045300000192)"
SR25-00433368,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/18/2025 13:00,3/18/2025 13:00,,3116 N LOTUS AVE,,,,3116,N,LOTUS,AVE,FALSE,FALSE,,,19,31,,C015,1,25,2514,31,,13,3,3,1139411.628,1920278.149,41.937363,-87.763059,"(41.93736300094064, -87.7630590000019)"
SR25-00094836,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/18/2025 13:31,1/18/2025 13:31,,3116 W MONTROSE AVE,,,,3116,W,MONTROSE,AVE,FALSE,FALSE,,,14,33,,I011,2,17,1724,20,,13,7,1,1154719.448,1929145.351,41.961402,-87.7065615,"(41.96140200094071, -87.7065615000019)"
SR25-00412365,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/14/2025 18:40,3/14/2025 18:40,,312 W 59TH ST,Chicago,Illinois,60621,312,W,59TH,ST,FALSE,FALSE,,,68,20,,P035,1,7,711,30,,18,6,3,1175131.359,1865857.48,41.78730184,-87.633414,"(41.78730184349463, -87.63341400000192)"
SR25-00386333,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/11/2025 11:47,3/11/2025 11:47,,3122 N LOTUS AVE,,,,3122,N,LOTUS,AVE,FALSE,FALSE,,,19,31,3,C015,1,25,2514,31,,11,3,3,1139408.786,1920337.166,41.937525,-87.763068,"(41.93752500094063, -87.76306800000191)"
SR24-01698748,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/8/2024 18:44,9/8/2024 18:44,,313 W CHESTNUT ST,Chicago,Illinois,60610,313,W,CHESTNUT,ST,FALSE,FALSE,,,8,2,,P020,2,18,1823,28,,18,1,9,1173992.991,1906168.169,41.897943,-87.6363885,"(41.897943000940515, -87.63638850000191)"
SR25-00263770,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/18/2025 16:26,2/18/2025 16:26,,3132 W 15TH ST,Chicago,Illinois,60623,3132,W,15TH,ST,FALSE,FALSE,,,29,24,,I025,2,10,1022,23,,16,3,2,1155593.158,1892788.821,41.861619,-87.7043295,"(41.86161900094038, -87.7043295000019)"
SR25-00113194,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/22/2025 12:49,1/22/2025 12:49,,314 W 106TH PL,,,,314,W,106TH,PL,FALSE,FALSE,,,49,21,,P047,1,5,512,4,,12,4,1,1176001.839,1834383.928,41.700915,-87.631164,"(41.70091500093981, -87.63116400000192)"
SR25-00301884,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/25/2025 13:30,2/25/2025 13:30,,3143 N OAK PARK AVE,,,,3143,N,OAK PARK,AVE,FALSE,FALSE,,,18,36,,Z115,1,25,2511,28,,13,3,2,1130606.746,1920299.954,41.937579,-87.7954185,"(41.93757900094064, -87.79541850000192)"
SR24-02037383,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/4/2024 21:22,11/4/2024 21:22,,315 S GREEN ST,Chicago,Illinois,60607,315,S,GREEN,ST,FALSE,FALSE,,,28,34,,N023,3,12,1232,45,,21,2,11,1170880.093,1898609.378,41.87727,-87.6480435,"(41.87727000094044, -87.64804350000192)"
SR24-02329904,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,12/30/2024 13:30,12/30/2024 13:30,,317 W 125TH ST,Chicago,Illinois,60628,317,W,125TH,ST,FALSE,FALSE,,,53,9,,P052,2,5,523,39,,13,2,12,1176285.245,1821939.779,41.66676,-87.630498,"(41.6667600009397, -87.63049800000191)"
SR25-00392079,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/12/2025 8:16,3/12/2025 8:16,,3175 W MADISON ST,Chicago,Illinois,60612,3175,W,MADISON,ST,FALSE,FALSE,,,27,28,7,I023,2,11,1124,3,,8,4,3,1155113.657,1899814.995,41.88090919,-87.70590115,"(41.880909191556995, -87.70590114667513)"
SR25-00220977,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/10/2025 18:23,2/10/2025 18:23,,318 E 68TH ST,,,,318,E,68TH,ST,FALSE,FALSE,,,69,6,,Q038,2,3,322,28,,18,2,2,1179428.298,1860092.467,41.771385,-87.617835,"(41.77138500094004, -87.61783500000192)"
SR25-00302132,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/25/2025 13:53,2/25/2025 13:53,,3204 N OAK PARK AVE,,,,3204,N,OAK PARK,AVE,FALSE,FALSE,,,17,38,,Y114,3,16,1632,7,,13,3,2,1130402.63,1920633.208,41.938497,-87.796161,"(41.938497000940664, -87.79616100000192)"
SR24-02245848,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/13/2024 12:15,12/13/2024 12:15,,321 W 100TH ST,Chicago,Illinois,60628,321,W,100TH,ST,FALSE,FALSE,,,49,9,,P046,1,5,511,20,,12,6,12,1175818.035,1838541.105,41.712327,-87.631713,"(41.71232700093988, -87.63171300000188)"
SR24-01925737,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/16/2024 13:55,10/16/2024 14:00,,3219 E 92ND ST,Chicago,Illinois,60617,3219,E,92ND,ST,FALSE,FALSE,,,46,10,,X044,2,4,424,1,,13,4,10,1199151.95,1844479.164,41.728068,-87.54606,"(41.72806800093991, -87.5460600000019)"
SR25-00012048,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/3/2025 11:46,1/3/2025 11:46,,322 W 106TH ST,,,,322,W,106TH,ST,FALSE,FALSE,,,49,21,,P047,1,5,512,4,,11,6,1,1175905.825,1834704.557,41.701797,-87.631506,"(41.701797000939834, -87.63150600000192)"
SR24-02334579,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/31/2024 11:06,12/31/2024 11:06,,323 E 116TH ST,Chicago,Illinois,60628,323,E,116TH,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,28,,11,3,12,1180274.349,1827669.497,41.682393,-87.6157245,"(41.68239300093971, -87.6157245000019)"
SR24-01600152,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,8/22/2024 20:30,8/22/2024 20:30,,3235 S AVERS AVE,Chicago,Illinois,60623,3235,S,AVERS,AVE,FALSE,FALSE,,,30,22,,G029,3,10,1031,10,,20,5,8,1151291.043,1882728.269,41.834097,-87.7203855,"(41.83409700094031, -87.72038550000191)"
SR24-01306496,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,7/11/2024 16:59,7/11/2024 16:59,,3235 S AVERS AVE,Chicago,Illinois,60623,3235,S,AVERS,AVE,FALSE,FALSE,,,30,22,,G029,3,10,1031,10,,16,5,7,1151291.043,1882728.269,41.834097,-87.7203855,"(41.83409700094031, -87.72038550000191)"
SR25-00171745,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/2/2025 9:13,2/2/2025 9:13,,329 W 110TH PL,Chicago,Illinois,60628,329,W,110TH,PL,FALSE,FALSE,,,49,21,,P048,1,5,513,28,,9,1,2,1175931.372,1831569.365,41.693193,-87.631506,"(41.69319300093979, -87.63150600000192)"
SR25-00178295,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/3/2025 12:46,2/3/2025 12:46,,331 W 105TH PL,,,,331,W,105TH,PL,FALSE,FALSE,,,49,21,,P047,1,5,512,4,,12,2,2,1175786.278,1834897.086,41.702328,-87.631938,"(41.7023280009398, -87.63193800000191)"
SR25-00433364,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/18/2025 12:59,3/18/2025 12:59,,3328 N AVERS AVE,,,,3328,N,AVERS,AVE,FALSE,FALSE,,,21,30,,G014,3,17,1732,8,,12,3,3,1150049.55,1921981.393,41.941836,-87.723918,"(41.94183600094064, -87.72391800000192)"
SR25-00362395,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/7/2025 12:59,3/7/2025 13:00,,3356 W CHICAGO AVE,,,,3356,W,CHICAGO,AVE,FALSE,FALSE,,,23,27,,H020,2,11,1121,5,,12,6,3,1153655.771,1905201.711,41.89572,-87.711111,"(41.89572000094051, -87.7111110000019)"
SR25-00143080,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,1/28/2025 8:25,1/28/2025 8:25,,3404 N CLARK ST,Chicago,Illinois,60657,3404,N,CLARK,ST,FALSE,FALSE,,,6,44,,N014,2,19,1924,20,,8,3,1,1169063.029,1922842.6,41.943807,-87.6540105,"(41.94380700094069, -87.6540105000019)"
SR25-00301202,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/25/2025 12:10,2/25/2025 12:11,,3412 W DOUGLAS BLVD,Chicago,Illinois,60623,3412,W,DOUGLAS,BLVD,FALSE,FALSE,,,29,24,,H025,2,10,1021,35,,12,3,2,1153674.045,1893381.593,41.863284,-87.7113585,"(41.86328400094037, -87.71135850000191)"
SR25-00463643,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/23/2025 18:20,3/23/2025 18:20,,3425 W IRVING PARK RD,Chicago,Illinois,60618,3425,W,IRVING PARK,RD,FALSE,FALSE,,,16,35,,H013,3,17,1732,26,,18,1,3,1152746.334,1926277.575,41.953572,-87.713892,"(41.9535720009407, -87.71389200000192)"
SR25-00355088,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/6/2025 12:34,3/6/2025 12:34,,3431 W BELDEN AVE,,,,3431,W,BELDEN,AVE,FALSE,FALSE,,,22,35,,H017,1,14,1413,7,,12,5,3,1152987.034,1915000.115,41.922621,-87.713307,"(41.92262100094058, -87.7133070000019)"
SR25-00333562,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/3/2025 9:55,3/3/2025 9:55,,3432 N ORIOLE AVE,,,,3432,N,ORIOLE,AVE,FALSE,FALSE,,,17,38,,W114,3,16,1631,9,,9,2,3,1124794.427,1922008.513,41.94236559,-87.81674245,"(41.942365592064824, -87.81674244563493)"
SR25-00481606,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/26/2025 14:17,3/26/2025 14:17,,3447 N OZARK AVE,,,,3447,N,OZARK,AVE,FALSE,FALSE,,,17,38,,W114,3,16,1631,9,,14,4,3,1123882.441,1922121.618,41.942691,-87.820092,"(41.942691000940634, -87.82009200000192)"
SR25-00143771,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/28/2025 10:08,1/28/2025 10:08,,345 E 117TH ST,Chicago,Illinois,60628,345,E,117TH,ST,FALSE,FALSE,,,53,9,,Q050,3,5,532,28,,10,3,1,1180512.715,1827241.841,41.681214,-87.614865,"(41.68121400093975, -87.6148650000019)"
SR24-01570545,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/18/2024 21:54,8/18/2024 21:54,,348 W 118TH ST,Chicago,Illinois,60628,348,W,118TH,ST,FALSE,FALSE,,,53,21,,P050,2,5,522,14,,21,1,8,1175893.229,1826744.615,41.679954,-87.6317895,"(41.67995400093975, -87.63178950000191)"
SR25-00302432,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/25/2025 14:25,2/25/2025 14:25,,3614 N NOTTINGHAM AVE,Chicago,Illinois,60634,3614,N,NOTTINGHAM,AVE,FALSE,FALSE,,,17,38,,Y113,3,16,1632,5,,14,3,2,1128028.193,1923271.761,41.945778,-87.804828,"(41.94577800094065, -87.80482800000192)"
SR25-00348812,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/5/2025 13:51,3/5/2025 13:51,,3617 N NOTTINGHAM AVE,,,,3617,N,NOTTINGHAM,AVE,FALSE,FALSE,,,17,38,,Y113,3,16,1632,5,,13,4,3,1128169.998,1923305.433,41.945868,-87.804306,"(41.94586800094065, -87.80430600000192)"
SR24-01991784,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,10/28/2024 9:00,10/28/2024 9:00,,3659 W ADDISON ST,,,,3659,W,ADDISON,ST,FALSE,FALSE,,,21,30,,G014,3,17,1732,32,,9,2,10,1151148.468,1923596.328,41.946246,-87.7198365,"(41.946246000940654, -87.7198365000019)"
SR25-00495404,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/28/2025 13:47,3/28/2025 13:47,,3659 W DIVISION ST,,,,3659,W,DIVISION,ST,FALSE,FALSE,,,23,36,,G020,1,11,1112,24,,13,6,3,1151537.027,1907642.985,41.902461,-87.7188285,"(41.902461000940555, -87.7188285000019)"
SR25-00468488,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/24/2025 14:15,3/24/2025 14:15,,3704 W PIPPIN ST,Chicago,Illinois,60652,3704,W,PIPPIN,ST,FALSE,FALSE,,,70,18,,G040,3,8,833,45,,14,2,3,1153092.189,1853482.919,41.753808,-87.714549,"(41.75380800093999, -87.71454900000191)"
SR25-00289257,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/23/2025 12:38,2/23/2025 12:38,,3711 W LAWRENCE AVE,Chicago,Illinois,60625,3711,W,LAWRENCE,AVE,TRUE,FALSE,,SR25-00028907,14,33,,G011,2,17,1723,29,,12,1,2,1150718.186,1931559.879,41.968107,-87.721209,"(41.96810700094077, -87.7212090000019)"
SR25-00028907,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/6/2025 22:59,2/23/2025 12:38,,3711 W LAWRENCE AVE,Chicago,Illinois,60625,3711,W,LAWRENCE,AVE,FALSE,FALSE,,,14,33,,G011,2,17,1723,29,,22,2,1,1150692.604,1931543.297,41.968062,-87.7213035,"(41.968062000940755, -87.7213035000019)"
SR25-00428129,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/17/2025 16:13,3/17/2025 16:13,,3724 W 82ND ST,Chicago,Illinois,60652,3724,W,82ND,ST,FALSE,FALSE,,,70,18,,G041,3,8,834,29,,16,2,3,1152850.395,1850047.355,41.744385,-87.7155255,"(41.744385000939964, -87.71552550000192)"
SR25-00307317,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/26/2025 10:59,2/26/2025 10:59,,3725 W HARRISON ST,Chicago,Illinois,60624,3725,W,HARRISON,ST,FALSE,FALSE,,,27,24,,G024,3,11,1133,4,,10,4,2,1151550.53,1897070.863,41.87344973,-87.71905689,"(41.87344972901215, -87.71905688996964)"
SR25-00394751,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/12/2025 12:48,3/12/2025 12:48,,3745 N NEWLAND AVE,,,,3745,N,NEWLAND,AVE,FALSE,FALSE,,,17,38,,Y113,3,16,1632,16,,12,4,3,1129496.961,1924307.424,41.948595,-87.7994055,"(41.94859500094069, -87.79940550000192)"
SR25-00114274,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,1/22/2025 15:00,1/22/2025 15:00,,3751 N ORIOLE AVE,,,,3751,N,ORIOLE,AVE,FALSE,FALSE,,,17,38,,X113,3,16,1631,27,,15,4,1,1124820.663,1924085.257,41.948064,-87.8166,"(41.94806400094069, -87.81660000000191)"
SR25-00472689,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/25/2025 10:06,3/25/2025 10:06,,3845 N ST LOUIS AVE,Chicago,Illinois,60618,3845,N,ST LOUIS,AVE,FALSE,FALSE,,,16,35,,H013,3,17,1732,26,,10,3,3,1152462.781,1925537.573,41.951547,-87.714954,"(41.95154700094069, -87.71495400000191)"
SR25-00394026,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/12/2025 11:35,3/12/2025 11:35,,3846 N CICERO AVE,Chicago,Illinois,60641,3846,N,CICERO,AVE,FALSE,FALSE,,,15,45,,D013,3,16,1634,8,,11,4,3,1143589.124,1925327.646,41.951142,-87.747579,"(41.95114200094071, -87.74757900000192)"
SR24-01511872,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,8/9/2024 12:59,8/9/2024 12:59,,3847 N CICERO AVE,Chicago,Illinois,60641,3847,N,CICERO,AVE,FALSE,FALSE,,,15,45,,E013,3,17,1731,8,,12,6,8,1143781.307,1925328.96,41.951142,-87.7468725,"(41.95114200094069, -87.7468725000019)"
SR25-00238430,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/13/2025 15:00,2/13/2025 15:00,,3859 N NOTTINGHAM AVE,,,,3859,N,NOTTINGHAM,AVE,FALSE,FALSE,,,17,38,,Y113,3,16,1632,3,,15,5,2,1128117.589,1925053.213,41.950665,-87.804459,"(41.9506650009407, -87.80445900000191)"
SR24-01788514,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/23/2024 14:58,9/23/2024 14:59,,3912 W ARTHINGTON ST,Chicago,Illinois,60624,3912,W,ARTHINGTON,ST,FALSE,FALSE,,,26,24,,G024,3,11,1132,17,,14,2,9,1150350.597,1895824.119,41.870052,-87.723495,"(41.87005200094041, -87.72349500000192)"
